checked,date,comment,no,endnoteID,author,year,lastname,author_year_format,author_year,title,country,site,multi_country,setting,representativeness,cohort_abbrev,cohort_abbrev,study_design,fup_period,fup_start,fup_end,dc_period,dc_start,dc_end,data_source,moa,sampling,sample_size,sex,age_specific,start_age,end_age,response_rate,attr_rate,comment about sample characteristics,instrument,diag_criteria,M_EstimateType,M_TypeofAnalysis,page,table,temporality_type,dx1_timing,dx2_timing,dx1_label,dx1_abbrev,dx2_label,dx2_abbrev,pair,unadj_type,unadj_subtype,unadj_rate,unadj_lower,unadj_upper,unadj_pvalue,adj_type,adj_subtype,adj_rate,adj_lower,adj_upper,adj_pvalue,adj_conf,cross_type,cross_subtype,a,b,c,d,double check bs:bv,unadj_indicator1,unadj_indicator2,unadj_indicator,unadjusted_type,adj_indicator,S_QRBackground,S_QRObjective,S_QRSetting,S_QRDataSource,S_QRDiagnosticCriteria,S_QRDiagnosticMethod,S_QRGeneralizability,S_QREstimate,S_QRAdjustment,S_QRBias,S_QRStatistics,S_QREthicalApproval,S_QRTotalScore
yes,15-Oct,,59,159,"Conway, K.P",2006,Conway,Conway et al (2006),Conway et al (2006),Lifetime Comordidity of DSM-IV Mood and Anxiety Disorders and Specific drug use disorders: results from the national epidemiologic survey on alcohol and related conditions.,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,253,4,LT,LT,LT,any mood disorder,MOOD,any drug dependence,DRD,MOOD-DRD,overall,,7.1,,,0.049,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,2,3,1,0,0,1,0,14
yes,15-Oct,,60,159,"Conway, K.P",2006,Conway,Conway et al (2006),Conway et al (2006),Lifetime Comordidity of DSM-IV Mood and Anxiety Disorders and Specific drug use disorders: results from the national epidemiologic survey on alcohol and related conditions.,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,253,4,LT,LT,LT,any mood disorder,MOOD,hallucinogen use disorder,HALUD,MOOD-HALUD,overall,,4.6,,,0.049,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,2,3,1,0,0,1,0,14
yes,15-Oct,,61,159,"Conway, K.P",2006,Conway,Conway et al (2006),Conway et al (2006),Lifetime Comordidity of DSM-IV Mood and Anxiety Disorders and Specific drug use disorders: results from the national epidemiologic survey on alcohol and related conditions.,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,253,4,LT,LT,LT,any mood disorder,MOOD,hallucinogen abuse,HALA,MOOD-HALA,overall,,4,,,0.049,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,2,3,1,0,0,1,0,14
yes,15-Oct,,62,159,"Conway, K.P",2006,Conway,Conway et al (2006),Conway et al (2006),Lifetime Comordidity of DSM-IV Mood and Anxiety Disorders and Specific drug use disorders: results from the national epidemiologic survey on alcohol and related conditions.,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,253,4,LT,LT,LT,any mood disorder,MOOD,hallucinogen dependence,HALD,MOOD-HALD,overall,,11.6,,,0.049,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,2,3,1,0,0,1,0,14
yes,15-Oct,,63,159,"Conway, K.P",2006,Conway,Conway et al (2006),Conway et al (2006),Lifetime Comordidity of DSM-IV Mood and Anxiety Disorders and Specific drug use disorders: results from the national epidemiologic survey on alcohol and related conditions.,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,253,4,LT,LT,LT,any mood disorder,MOOD,inhalant/solvent abuse,INHA,MOOD-INHA,overall,,4.1,,,0.049,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,2,3,1,0,0,1,0,14
yes,15-Oct,,64,159,"Conway, K.P",2006,Conway,Conway et al (2006),Conway et al (2006),Lifetime Comordidity of DSM-IV Mood and Anxiety Disorders and Specific drug use disorders: results from the national epidemiologic survey on alcohol and related conditions.,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,253,4,LT,LT,LT,any mood disorder,MOOD,marijuana use disorder,MARUD,MOOD-MARUD,overall,,3.1,,,0.049,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,2,3,1,0,0,1,0,14
yes,15-Oct,,65,159,"Conway, K.P",2006,Conway,Conway et al (2006),Conway et al (2006),Lifetime Comordidity of DSM-IV Mood and Anxiety Disorders and Specific drug use disorders: results from the national epidemiologic survey on alcohol and related conditions.,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,253,4,LT,LT,LT,any mood disorder,MOOD,marijuana abuse,MARA,MOOD-MARA,overall,,2.5,,,0.049,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,2,3,1,0,0,1,0,14
yes,15-Oct,,66,159,"Conway, K.P",2006,Conway,Conway et al (2006),Conway et al (2006),Lifetime Comordidity of DSM-IV Mood and Anxiety Disorders and Specific drug use disorders: results from the national epidemiologic survey on alcohol and related conditions.,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,253,4,LT,LT,LT,any mood disorder,MOOD,marijuana dependence,MARD,MOOD-MARD,overall,,6.5,,,0.049,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,2,3,1,0,0,1,0,14
yes,15-Oct,,67,159,"Conway, K.P",2006,Conway,Conway et al (2006),Conway et al (2006),Lifetime Comordidity of DSM-IV Mood and Anxiety Disorders and Specific drug use disorders: results from the national epidemiologic survey on alcohol and related conditions.,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,253,4,LT,LT,LT,any mood disorder,MOOD,opioid use disorder,OPIUD,MOOD-OPIUD,overall,,5,,,0.049,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,2,3,1,0,0,1,0,14
yes,15-Oct,,68,159,"Conway, K.P",2006,Conway,Conway et al (2006),Conway et al (2006),Lifetime Comordidity of DSM-IV Mood and Anxiety Disorders and Specific drug use disorders: results from the national epidemiologic survey on alcohol and related conditions.,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,253,4,LT,LT,LT,any mood disorder,MOOD,opioid abuse,OPIA,MOOD-OPIA,overall,,3.9,,,0.049,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,2,3,1,0,0,1,0,14
yes,15-Oct,,69,159,"Conway, K.P",2006,Conway,Conway et al (2006),Conway et al (2006),Lifetime Comordidity of DSM-IV Mood and Anxiety Disorders and Specific drug use disorders: results from the national epidemiologic survey on alcohol and related conditions.,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,253,4,LT,LT,LT,any mood disorder,MOOD,opioid dependence,OPID,MOOD-OPID,overall,,11.2,,,0.049,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,2,3,1,0,0,1,0,14
yes,15-Oct,,70,159,"Conway, K.P",2006,Conway,Conway et al (2006),Conway et al (2006),Lifetime Comordidity of DSM-IV Mood and Anxiety Disorders and Specific drug use disorders: results from the national epidemiologic survey on alcohol and related conditions.,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,253,4,LT,LT,LT,any mood disorder,MOOD,sedative use disorder,SEDUD,MOOD-SEDUD,overall,,5,,,0.049,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,2,3,1,0,0,1,0,14
yes,15-Oct,,71,159,"Conway, K.P",2006,Conway,Conway et al (2006),Conway et al (2006),Lifetime Comordidity of DSM-IV Mood and Anxiety Disorders and Specific drug use disorders: results from the national epidemiologic survey on alcohol and related conditions.,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,253,4,LT,LT,LT,any mood disorder,MOOD,sedative dependence,SEDD,MOOD-SEDD,overall,,9,,,0.049,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,2,3,1,0,0,1,0,14
yes,15-Oct,,72,159,"Conway, K.P",2006,Conway,Conway et al (2006),Conway et al (2006),Lifetime Comordidity of DSM-IV Mood and Anxiety Disorders and Specific drug use disorders: results from the national epidemiologic survey on alcohol and related conditions.,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,253,4,LT,LT,LT,any mood disorder,MOOD,sedative abuse,SEDA,MOOD-SEDA,overall,,4.2,,,0.049,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,2,3,1,0,0,1,0,14
yes,15-Oct,,73,159,"Conway, K.P",2006,Conway,Conway et al (2006),Conway et al (2006),Lifetime Comordidity of DSM-IV Mood and Anxiety Disorders and Specific drug use disorders: results from the national epidemiologic survey on alcohol and related conditions.,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,253,4,LT,LT,LT,any mood disorder,MOOD,tranquilizer use disorder,TRAUD,MOOD-TRAUD,overall,,5.1,,,0.049,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,2,3,1,0,0,1,0,14
yes,15-Oct,,74,159,"Conway, K.P",2006,Conway,Conway et al (2006),Conway et al (2006),Lifetime Comordidity of DSM-IV Mood and Anxiety Disorders and Specific drug use disorders: results from the national epidemiologic survey on alcohol and related conditions.,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,253,4,LT,LT,LT,any mood disorder,MOOD,tranquilizer dependence,TRAD,MOOD-TRAD,overall,,10.7,,,0.049,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,2,3,1,0,0,1,0,14
yes,15-Oct,,75,159,"Conway, K.P",2006,Conway,Conway et al (2006),Conway et al (2006),Lifetime Comordidity of DSM-IV Mood and Anxiety Disorders and Specific drug use disorders: results from the national epidemiologic survey on alcohol and related conditions.,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,253,4,LT,LT,LT,any mood disorder,MOOD,tranquilizer abuse,TRAA,MOOD-TRAA,overall,,4.1,,,0.049,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,2,3,1,0,0,1,0,14
yes,15-Oct,,1,116,"Copeland, W. E.",2009,Copeland,Copeland et al (2009),Copeland et al (2009),Which childhood and adolescent psychiatric disorders as predictors of young adult disorders,USA,,,11 counties,S,GSMS,The Great Smoky Mountains Study,PC,,1998,,,,,survey,Face-to-Face interview (both),multistage,1420,both,1,9,21,,18,,CAPA,DSM-IV,odds ratios,logistic regression,768,3,TO,TO,TO,depression,DEP,substance-related disorder,SUD,DEP-SUD,age,Age 21,2.4,0.7,8.3,,age,Age 21,1.8,0.5,5.7,,mental disorders,,,,,,,,1,0,1,age,1,1,1,1,2,2,3,1,1,1,0,1,1,15
yes,15-Oct,DERIVED ESTIMATE,3,57,"Costello, E. Jane",2003,Costello,Costello et al (2003),Costello et al (2003),Prevalence and Development of Psychiatric Disorders in Childhood and Adolescence,USA,North Carolina,,11 counties,S,GSMS,The Great Smoky Mountains Study,PC,8,1993,2000,,,,survey,Face-to-Face interview (both),multistage,1420,both,1,9,16,,,,CAPA,DSM-IV,odds ratios,logistic regression,841,4,PP,3-month,3-month,any depressive disorder,DEP,substance use disorder,SUD,DEP-SUD,age,Age 16,5.88,2.59,13.32,,age,Age 16,5.95,2.16,16.41,,mental disorders,,,,,,,,1,0,1,age,1,1,1,1,2,2,3,1,1,1,1,1,0,15
yes,15-Oct,,1,132,"Currie, S.R.",2005,Currie,Currie et al (2005),Currie et al (2005),Comorbidity of Major Depression with Substance Use Disorders,Canada,,,,N,CCHS 1.2,Canadian Community Health Survey: Mental Health and Well-Being,CS,,,,1,2002,2002,survey,Face-to-Face interview (both),multistage,36984,both,0,15,99,,,,WMH-CIDI,ICD-10,odds ratios,logistic regression,664,2,PP,12-month,12-month,harmful alcohol use,ALA,major depressive disorder,DEP,ALA-DEP,,,,,,,overall,,2.1,1.5,2.8,,"age, sex, marital status, income, education, residence",,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,1,1,0,14
yes,15-Oct,,2,132,"Currie, S.R.",2005,Currie,Currie et al (2005),Currie et al (2005),Comorbidity of Major Depression with Substance Use Disorders,Canada,,,,N,CCHS 1.2,Canadian Community Health Survey: Mental Health and Well-Being,CS,,,,1,2002,2002,survey,Face-to-Face interview (both),multistage,36984,both,0,15,99,,,,WMH-CIDI,DSM-IV,odds ratios,logistic regression,664,2,PP,12-month,12-month,alcohol dependence,ALD,major depressive disorder,DEP,ALD-DEP,,,,,,,overall,,2.3,1.7,3.1,,"age, sex, marital status, income, education, residence",,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,1,1,0,14
yes,15-Oct,,3,132,"Currie, S.R.",2005,Currie,Currie et al (2005),Currie et al (2005),Comorbidity of Major Depression with Substance Use Disorders,Canada,,,,N,CCHS 1.2,Canadian Community Health Survey: Mental Health and Well-Being,CS,,,,1,2002,2002,survey,Face-to-Face interview (both),multistage,36984,both,0,15,99,,,,WMH-CIDI,DSM-IV,odds ratios,logistic regression,664,2,PP,12-month,12-month,drug dependence,DRD,major depressive disorder,DEP,DRD-DEP,,,,,,,overall,,4.3,2.7,6.8,,"age, sex, marital status, income, education, residence",,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,1,1,0,14
yes,15-Oct,,4,132,"Currie, S.R.",2005,Currie,Currie et al (2005),Currie et al (2005),Comorbidity of Major Depression with Substance Use Disorders,Canada,,,,N,CCHS 1.2,Canadian Community Health Survey: Mental Health and Well-Being,CS,,,,1,2002,2002,survey,Face-to-Face interview (both),multistage,36984,both,0,15,99,,,,WMH-CIDI,DSM-IV,odds ratios,logistic regression,664,2,PP,12-month,12-month,alcohol or drug dependence,SD,major depressive disorder,DEP,SD-DEP,,,,,,,overall,,2.8,2.2,3.6,,"age, sex, marital status, income, education, residence",,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,1,1,0,14
yes,15-Oct,DERIVED ESTIMATE,3,77,"de Graaf, R.",2003,de Graaf,de Graaf et al (2003),de Graaf et al (2003),Temporal sequencing of lifetime mood disorders in relation to comorbid anxiety and substance use disorders--findings from the Netherlands Mental Health Survey and Incidence Study,Netherlands,,,,N,NEMESIS,the Netherlands Mental Health Survey and Incidence Study,PC,4,1996,1999,,,,survey,Face-to-Face interview (both),multistage,7076,both,0,18,64,69.7,,,CIDI,DSM-IV,odds ratios,logistic regression,,,LT,LT,LT,bipolar disorder,BIPOLAR,alcohol abuse,ALA,BIPOLAR-ALA,overall,,1.9,1.16,3.11,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,0,1,0,12
yes,15-Oct,DERIVED ESTIMATE,6,77,"de Graaf, R.",2003,de Graaf,de Graaf et al (2003),de Graaf et al (2003),Temporal sequencing of lifetime mood disorders in relation to comorbid anxiety and substance use disorders--findings from the Netherlands Mental Health Survey and Incidence Study,Netherlands,,,,N,NEMESIS,the Netherlands Mental Health Survey and Incidence Study,PC,4,1996,1999,,,,survey,Face-to-Face interview (both),multistage,7076,both,0,18,64,69.7,,,CIDI,DSM-IV,odds ratios,logistic regression,,,LT,LT,LT,bipolar disorder,BIPOLAR,alcohol dependence,ALD,BIPOLAR-ALD,overall,,5.36,3.35,8.57,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,0,1,0,12
yes,15-Oct,DERIVED ESTIMATE,9,77,"de Graaf, R.",2003,de Graaf,de Graaf et al (2003),de Graaf et al (2003),Temporal sequencing of lifetime mood disorders in relation to comorbid anxiety and substance use disorders--findings from the Netherlands Mental Health Survey and Incidence Study,Netherlands,,,,N,NEMESIS,the Netherlands Mental Health Survey and Incidence Study,PC,4,1996,1999,,,,survey,Face-to-Face interview (both),multistage,7076,both,0,18,64,69.7,,,CIDI,DSM-IV,odds ratios,logistic regression,,,LT,LT,LT,bipolar disorder,BIPOLAR,drug abuse,DRA,BIPOLAR-DRA,overall,,5.22,2.56,10.65,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,0,1,0,12
yes,15-Oct,DERIVED ESTIMATE,12,77,"de Graaf, R.",2003,de Graaf,de Graaf et al (2003),de Graaf et al (2003),Temporal sequencing of lifetime mood disorders in relation to comorbid anxiety and substance use disorders--findings from the Netherlands Mental Health Survey and Incidence Study,Netherlands,,,,N,NEMESIS,the Netherlands Mental Health Survey and Incidence Study,PC,4,1996,1999,,,,survey,Face-to-Face interview (both),multistage,7076,both,0,18,64,69.7,,,CIDI,DSM-IV,odds ratios,logistic regression,,,LT,LT,LT,bipolar disorder,BIPOLAR,drug dependence,DRD,BIPOLAR-DRD,overall,,12.78,7.76,21.05,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,0,1,0,12
yes,15-Oct,DERIVED ESTIMATE,15,77,"de Graaf, R.",2003,de Graaf,de Graaf et al (2003),de Graaf et al (2003),Temporal sequencing of lifetime mood disorders in relation to comorbid anxiety and substance use disorders--findings from the Netherlands Mental Health Survey and Incidence Study,Netherlands,,,,N,NEMESIS,the Netherlands Mental Health Survey and Incidence Study,PC,4,1996,1999,,,,survey,Face-to-Face interview (both),multistage,7076,both,0,18,64,69.7,,,CIDI,DSM-IV,odds ratios,logistic regression,,,LT,LT,LT,bipolar disorder,BIPOLAR,any substance use disorder,SUD,BIPOLAR-SUD,overall,,4.55,3.23,6.41,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,0,1,0,12
yes,15-Oct,DERIVED ESTIMATE,18,77,"de Graaf, R.",2003,de Graaf,de Graaf et al (2003),de Graaf et al (2003),Temporal sequencing of lifetime mood disorders in relation to comorbid anxiety and substance use disorders--findings from the Netherlands Mental Health Survey and Incidence Study,Netherlands,,,,N,NEMESIS,the Netherlands Mental Health Survey and Incidence Study,PC,4,1996,1999,,,,survey,Face-to-Face interview (both),multistage,7076,both,0,18,64,69.7,,,CIDI,DSM-IV,odds ratios,logistic regression,,,LT,LT,LT,dysthymia,DYS,alcohol abuse,ALA,DYS-ALA,overall,,1.33,0.98,1.8,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,0,1,0,12
yes,15-Oct,DERIVED ESTIMATE,21,77,"de Graaf, R.",2003,de Graaf,de Graaf et al (2003),de Graaf et al (2003),Temporal sequencing of lifetime mood disorders in relation to comorbid anxiety and substance use disorders--findings from the Netherlands Mental Health Survey and Incidence Study,Netherlands,,,,N,NEMESIS,the Netherlands Mental Health Survey and Incidence Study,PC,4,1996,1999,,,,survey,Face-to-Face interview (both),multistage,7076,both,0,18,64,69.7,,,CIDI,DSM-IV,odds ratios,logistic regression,,,LT,LT,LT,dysthymia,DYS,alcohol dependence,ALD,DYS-ALD,overall,,2.91,2.09,4.03,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,0,1,0,12
yes,15-Oct,DERIVED ESTIMATE,24,77,"de Graaf, R.",2003,de Graaf,de Graaf et al (2003),de Graaf et al (2003),Temporal sequencing of lifetime mood disorders in relation to comorbid anxiety and substance use disorders--findings from the Netherlands Mental Health Survey and Incidence Study,Netherlands,,,,N,NEMESIS,the Netherlands Mental Health Survey and Incidence Study,PC,4,1996,1999,,,,survey,Face-to-Face interview (both),multistage,7076,both,0,18,64,69.7,,,CIDI,DSM-IV,odds ratios,logistic regression,,,LT,LT,LT,dysthymia,DYS,drug abuse,DRA,DYS-DRA,overall,,3.84,2.31,6.37,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,0,1,0,12
yes,15-Oct,DERIVED ESTIMATE,27,77,"de Graaf, R.",2003,de Graaf,de Graaf et al (2003),de Graaf et al (2003),Temporal sequencing of lifetime mood disorders in relation to comorbid anxiety and substance use disorders--findings from the Netherlands Mental Health Survey and Incidence Study,Netherlands,,,,N,NEMESIS,the Netherlands Mental Health Survey and Incidence Study,PC,4,1996,1999,,,,survey,Face-to-Face interview (both),multistage,7076,both,0,18,64,69.7,,,CIDI,DSM-IV,odds ratios,logistic regression,,,LT,LT,LT,dysthymia,DYS,drug dependence,DRD,DYS-DRD,overall,,4.82,3.13,7.41,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,0,1,0,12
yes,15-Oct,DERIVED ESTIMATE,30,77,"de Graaf, R.",2003,de Graaf,de Graaf et al (2003),de Graaf et al (2003),Temporal sequencing of lifetime mood disorders in relation to comorbid anxiety and substance use disorders--findings from the Netherlands Mental Health Survey and Incidence Study,Netherlands,,,,N,NEMESIS,the Netherlands Mental Health Survey and Incidence Study,PC,4,1996,1999,,,,survey,Face-to-Face interview (both),multistage,7076,both,0,18,64,69.7,,,CIDI,DSM-IV,odds ratios,logistic regression,,,LT,LT,LT,dysthymia,DYS,any substance use disorder,SUD,DYS-SUD,overall,,2.38,1.91,2.96,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,0,0,1,0,12
